Receta;Categoria;Ingredientes;;;;;;;
Sopa Ligera de Papa y Verduras;Sopas;tomates, tomates, zanahoria, ejotes, cebolla, calabacín, puerro, hierbas frescas a elección, sal;;;;;;;
Muesli Suizo Bajo en Grasa;Suiza;copos de avena, jugo de limón, agua, canela, manzanas rojas, manzanas golden delicious, ciruelas pasas, nueces de pecán, miel;;;;;;;
Salsa Dulce y Ácida Secreta;Segundo;ketchup, azúcar moreno, otro endulzante, vinagre;;;;;;;
Mezcla de Sazonador para Tacos;Mexicana;chile en polvo, orégano seco, sal, maicena, ajo en polvo, comino;;;;;;;
Ensalada de Manzana Taffy 11;Piña;trozos de piña, piña, malvaviscos miniatura, azúcar, vinagre, harina, huevo, cacahuetes, manzanas, Cool Whip;;;;;;;
Salsa de Tamarillo;Nueva Zelanda;tamarillos, azúcar moreno, agua, especias de cinco, agua, azúcar moreno;;;;;;;
Kimchi Suave;Vegetal;cebolla roja, zanahorias, repollo napa, sal kosher, sal marina, ajo, jengibre fresco, salsa picante, azúcar, vinagre de arroz, aceite de canola;;;;;;;
Crema Brulee de Mandarina;Postre;crema espesa, mitad y mitad, azúcar, extracto de vainilla, azúcar moreno claro, mandarina, naranja;;;;;;;
Brownies Blondies de Home Taste;Postre;mantequilla, margarina, azúcar, azúcar moreno, huevos, extracto de vainilla, harina, polvo de hornear, sal;;;;;;;
Pollo Teriyaki con Pecanas;Pechuga de Pollo;jengibre, ajo en polvo, piezas de pollo, huevo, pecanas, harina;;;;;;;
Salsa Teriyaki II;Baja en Proteínas;salsa de soja, vino de jerez, azúcar, jengibre en polvo, ajo;;;;;;;
Pollo en Lata de Cerveza;Pollo Entero;cerveza, pollos enteros;;;;;;;
Sopa de Pollo Inagotable;Muy Baja en Carbohidratos;pollo, partes de pollo, agua, zanahorias, cebollas, apio, cubos de caldo de pollo, sal;;;;;;;
Pan de Trigo Integral Whole Earth;Panes con Levadura;agua, miel, miel, sal, harina sin blanquear, harina integral;;;;;;;
Brownies de Tres Capas;Postre;harina para todo uso, mantequilla, margarina, sal, huevos, extracto de vainilla, azúcar, azúcar glas, mantequilla, margarina, agua, mantequilla, margarina;;;;;;;
Mezcla de Especias Tikka;Segundo;comino, ajo en polvo, pimentón, garam masala, jengibre, menta seca, chile en polvo;;;;;;;
Tiramisu: Levántame;Postre;azúcar, leche, queso ricotta, café muy fuerte, ron ligero, brandy, bizcochos de savoiardi;;;;;;;
Tiramisu II;Postre;huevos, agua, mascarpone, azúcar, sal, bizcochos, café fuerte y rico, coñac;;;;;;;
Salsa de Tomate;Salsas;tomates, tomates, cebolla, ajo, pimientos rojos, pimientos verdes, aceite de oliva de mejor calidad, salsa de tomate Contadina, pasta de tomate Contadina, sal, orégano seco, albahaca fresca;;;;;;;
Salsa de Tomate II;Salsas;aceite de oliva, cebolla, tomates, tomates frescos, hierbas, azúcar, diente de ajo;;;;;;;
Estofado de Salchicha Italiana Suave, Tomate y Calabacín;Estofado;salchicha italiana suave, apio, tomates frescos, tomates, jugo de tomate, calabacín, sal, azúcar, pimientos verdes, queso parmesano, queso romano;;;;;;;
Asado Tradicional de Res con Pudín de Yorkshire;Carne;asado enrollado de res, pimienta molida, dientes de ajo, harina;;;;;;;
Fruta Tropical con Lima;Melones;azúcar granulada, agua, cáscara de lima, jugo de lima, cantalupo, mango, plátanos, menta fresca;;;;;;;
Tostadas de Atún;Atún;tortillas sin grasa, atún, crema agria sin grasa, chiles verdes, lechuga, tomates, aceitunas maduras, queso cheddar bajo en grasa;;;;;;;
Sopa Turca de Espinacas y Lentejas;Lentejas;lentejas, caldo de carne sin grasa, sal, aceite de oliva, cebollas, cayena, hojas de laurel, bulgur, perejil fresco, tomates, pasta de tomate, romero seco, espinacas, perejil;;;;;;;
Postre de Twinkie;Postre;huevos, cremor tártaro, azúcar, extracto de vainilla, chispas de chocolate, pacanas, crema espesa;;;;;;;
Postre de Chocolate Valrhona;Postre;chocolate amargo importado, mantequilla sin sal, huevos, azúcar, azúcar, harina para todo uso, helado de vainilla;;;;;;;
Verduras con Mantequilla de Cebollino y Limón (Microondas);Vegetal;espárragos, calabacines, zanahorias, agua, mantequilla, cebollinos, mostaza francesa, jugo de limón, cáscara de limón, sal;;;;;;;
Cazuela de Cebolla Vidalia II;Cerdo;rollo de salchicha de cerdo, agua, sal de condimento, queso cheddar;;;;;;;
Postre de Vinagre (Estilo Crema);Postre;azúcar, sal, agua hirviendo, vinagre de manzana, maicena, agua;;;;;;;
Sopa de Maní del Estado de Virginia;Fruta;agua, leche, cebollinos secos;;;;;;;
Ensalada Waldorf;Vegetal;manzanas rojas, manzanas verdes, azúcar moreno, jugo de limón, apio, pacanas, nueces, mayonesa;;;;;;;
Ensalada Waldorf II;Vegetal;cabeza de apio, manzana roja, queso roquefort azul, nueces;;;;;;;
Postre de Crema de Nuez;Postre;azúcar, harina, leche, nueces;;;;;;;
Pudín de Pan del Oeste Indio;Postre;pasas doradas, plátano, miel, miel, leche descremada, sustituto de huevo, nuez moscada, extracto de vainilla;;;;;;;
Pan Blanco o Rollos;Panes con Levadura;agua, azúcar, azúcar, manteca, sal, harina;;;;;;;
Masa para Pizza Integral y Salsa para Pizza;Salsas;aceite de oliva, levadura seca, azúcar, agua, harina integral, harina sin blanquear, sal, cebolla, salsa de tomate, pasta de tomate, sal, orégano, pimienta;;;;;;;
Postre de Champiñones Silvestres;Vegetal;harina sin blanquear, sal, mantequilla sin sal, hongos porcini, mantequilla sin sal, chalote, ajo, hongos frescos, huevos, mitad y mitad, albahaca seca, tomillo seco, queso Fontina sueco, queso Fontina danés, ramita de perejil fresco;;;;;;;
Bizcochos con Levadura;Panes con Levadura;agua, harina, polvo de hornear, bicarbonato de sodio, sal, azúcar, manteca, suero de leche;;;;;;;
Scones de Trigo Integral con Yogur;Scones;harina integral, sal, polvo de hornear, margarina, yogur;;;;;;;
Mezcla de condimentos para taco;Mexicano;chile en polvo, orégano seco, sal, almidón de maíz, ajo instantáneo, comino;;;;;;;
Ensalada de manzana de caramelo;Piña;trozos de piña, piña, malvaviscos en miniatura, azúcar, vinagre, harina, huevo, cacahuates, manzanas, Cool Whip;;;;;;;
Salsa de tamarillo;Nueva Zelanda;tamarillos, azúcar moreno, agua, polvo de cinco especias, agua, azúcar moreno;;;;;;;
Kimchi de verduras;Vegetales;cebolla roja, zanahorias, col napa, sal kosher, sal marina, ajo, jengibre fresco, salsa de chile picante, azúcar, vinagre de arroz, aceite de canola;;;;;;;
Creme Brulee de mandarina;Postre;crema espesa, mitad y mitad, azúcar, extracto de vainilla, azúcar moreno claro, mandarina, naranja;;;;;;;
Galletas de mantequilla y azúcar Chunky Blond;Galleta Bar;mantequilla, margarina, azúcar, azúcar moreno, huevos, extracto de vainilla, harina, polvo de hornear, sal;;;;;;;
Pollo Teriyaki con pacanas;Pechuga de Pollo;jengibre, ajo en polvo, piezas de pollo, huevo, pacanas, harina;;;;;;;
Salsa Teriyaki II;Baja en proteínas;salsa de soya, vino de jerez, azúcar, jengibre en polvo, ajo;;;;;;;
Pollo a la cerveza;Pollo entero;cerveza, pollos enteros;;;;;;;
Sopa de pollo interminable;Muy baja en carbohidratos;pollo, partes de pollo, agua, zanahorias, cebollas, apio, cubos de caldo de pollo, sal;;;;;;;
Pan de trigo integral de Whole Earth;Panes de levadura;agua, miel, miel, sal, harina sin blanquear, harina de trigo integral;;;;;;;
Brownies de tres capas;Galleta Bar;harina para todo uso, mantequilla, margarina, sal, huevos, extracto de vainilla, azúcar, azúcar en polvo, mantequilla, margarina, agua, mantequilla, margarina;;;;;;;
Mezcla de especias Tikka;Segundo;comino, ajo en polvo, pimentón, garam masala, jengibre, menta seca, chile en polvo;;;;;;;
Tiramisu: Levántame;Postre;azúcar, leche, queso ricotta, café muy fuerte, ron ligero, brandy, savoiardi (galletas italianas);;;;;;;
Tiramisu II;Postre;huevos, agua, mascarpone, azúcar, sal, ladyfingers (bizcochos de savoiardi), café fuerte, coñac;;;;;;;
Salsa de tomate;Salsas;tomates, tomates, cebolla, ajo, pimientos rojos, pimiento verde, aceite de oliva extra virgen, salsa de tomate Contadina, pasta de tomate Contadina, sal, orégano seco, albahaca fresca;;;;;;;
Salsa de tomate II;Salsas;aceite de oliva, cebolla, tomates, tomates frescos, hierbas, azúcar, diente de ajo;;;;;;;
Estofado de salchicha italiana suave, tomate y calabacín;Estofado;salchicha italiana suave, apio, tomates frescos, tomates, jugo de tomate, calabacín, sal, azúcar, pimientos verdes, queso parmesano, queso romano;;;;;;;
Carne asada tradicional con pudín de Yorkshire;Carne;rosbif enrollado, pimienta molida, dientes de ajo, harina;;;;;;;
Pudding de pan West Indian;Postre;pasas doradas, plátano, miel, miel, leche descremada, sustituto de huevo, nuez moscada, extracto de vainilla;;;;;;;
Ensalada Waldorf;Vegetal;manzanas rojas, manzanas verdes, azúcar moreno, jugo de limón, apio, pacanas, nueces, mayonesa;;;;;;;
Ensalada Waldorf II;Vegetal;rama de apio, manzana roja, queso azul roquefort, nueces;;;;;;;
Postre de nuez;Postre;azúcar, harina, leche, carne de nuez;;;;;;;
Pudding de pan tropical con lima;Postre;pasa dorada, plátano, miel, miel, leche descremada, sustituto de huevo, nuez moscada, extracto de vainilla;;;;;;;
Pan de levadura blanca o panecillos;Panes de levadura;agua, azúcar, azúcar, manteca, sal, harina;;;;;;;
Masa de pizza de trigo integral y salsa de pizza;Salsas;aceite de oliva, levadura seca, azúcar, agua, harina de trigo integral, harina sin blanquear, sal, cebolla, salsa de tomate, pasta de tomate, sal, orégano, pimienta;;;;;;;
Postre de hongos silvestres;Vegetal;harina de trigo sin blanquear, sal, mantequilla sin sal, setas porcini, mantequilla sin sal, chalota, ajo, hongos frescos, huevos, mitad y mitad, albahaca seca, tomillo seco, queso Fontina sueco, queso Fontina danés, ramita de perejil fresco;;;;;;;
Biscuits de levadura;Panes de levadura;agua, harina, polvo de hornear, bicarbonato de sodio, sal, azúcar, manteca, suero de leche;;;;;;;
Scones de harina integral con yogur;Scones;harina integral, sal, polvo de hornear, margarina, yogur;;;;;;;
Postre de Crema Ácida Griego;Postre;mantequilla, azúcar, huevos, harina para Postre, polvo de hornear, bicarbonato de sodio, leche, crema ácida, vainilla, azúcar, agua, rodaja de limón;;;;;;;
Torta de Avellanas con Brandy y Biscotti;Postre;mantequilla, huevos, azúcar, brandy, avellanas tostadas enteras;;;;;;;
Sopa de Verduras;Bajo en Proteínas;agua, arroz integral, pimiento verde, cebolla, apio, zanahorias, aceite de oliva, caldo de pollo, albahaca fresca, albahaca seca, perejil fresco, perejil seco, pimienta;;;;;;;
Pollo al Estilo General Tso;Pollo;pechuga de pollo deshuesada, salsa de soja oscura, jengibre, almidón de maíz, pimienta de Sichuan tostada, salsa de soja oscura, sal, azúcar;;;;;;;
Bobota;Postre;mantequilla, azúcar, huevos, leche, polvo de hornear, sal, agua, azúcar, limones, rama de canela;;;;;;;
Pasta de Res con Salsa de Tomate y Espinaca;Carne;filete de redondo, ajo, aceite de oliva, pasta rotini, hojas de espinaca fresca, queso parmesano;;;;;;;
Sloppy Joes;Almuerzo/ Snacks;carne de res extra magra, cebolla, pimiento verde, ajo, agua, vinagre, azúcar moreno, chile en polvo, salsa Worcestershire, sal, salsa Tabasco;;;;;;;
Pollo al Horno a Fuego Lento;Pollo entero;pollo, sal, jengibre, cebollas, repollo chino, repollo savoy;;;;;;;
Postre Sock It to Me;Postre;huevos, crema agria, agua, azúcar, azúcar moreno, canela, azúcar glas, leche;;;;;;;
Pan Plano Suave - Mjukt Tunnbrod;Panes;levadura comprimida activa, mantequilla, margarina, leche, sal, azúcar, jarabe de maíz ligero, harina de todo uso, harina;;;;;;;
Sopa de Sorrel;Sopa;mantequilla, aceite de oliva extra virgen, cebolla amarilla, hojas frescas de sorrel, sal, harina, pimienta, aceite de oliva extra virgen;;;;;;;
Masa de Pizza con Hierbas;Panes;agua, sal, harina de todo uso, harina para pan, azúcar, romero seco, orégano seco, pimienta negra, tomillo seco, levadura seca activa, sémola;;;;;;;
Pralines de Crema Ácida y Pecanas;Postre;crema ácida, azúcar granulada, jarabe de maíz ligero, melaza, sal, ron oscuro Meyer's, pecanas;;;;;;;
Postre de Pasas y Crema Ácida II;Postre;harina de todo uso, sal, aceite de canola, leche, pasas oscuras, azúcar, harina de todo uso, sal, leche, crema ácida, mantequilla sin sal, extracto de vainilla, azúcar granulada, sal, cremor tártaro, extracto de vainilla;;;;;;;
Pan de Zucchini con Masa Madre;Panes de Masa Madre;huevo, azúcar blanca, azúcar moreno, leche, zucchini, harina, polvo de hornear, bicarbonato de sodio, sal, canela, clavo, pasas;;;;;;;
Postre de Leche Agria;Postre;mantequilla, azúcar, bicarbonato de sodio, huevos, harina, pasas, vainilla;;;;;;;
Sopa Crema del Sur de Pecanas;Fruta;mantequilla sin sal, cebollas, harina de todo uso, sal, pimienta blanca, nuez moscada, pecanas, hojas de apio, menta;;;;;;;
Espaguetis Alla Carbonara;Espaguetis;espaguetis, tocino, huevos, diente de ajo, queso, aceite de oliva extra virgen;;;;;;;
Salteado de Res con Cuscús;Carne;filetes de res sin hueso, caldo de res de fuerza simple, cuscús, aceite de oliva, pimiento rojo, plátanos, cebolla dulce, salsa barbacoa miel-dijon preparada, perejil fresco, ramita de perejil;;;;;;;
Espaguetis con Calabaza Espagueti y Parmesano;Europeo;calabaza espagueti, agua, zucchini, tomates, cebollas verdes, queso parmesano, jugo de limón, albahaca, eneldo, pimienta negra;;;;;;;
Espaguetis con Pilchards;Espaguetis;espaguetis, hinojo silvestre, pasas, filetes de anchoa, aceite de oliva extra virgen;;;;;;;
Galletas de Maní Española;Galletas;harina, polvo de hornear, bicarbonato de sodio, azúcar moreno, mantequilla sin sal, huevo, avena, coco rallado, cacahuetes salados, mantequilla sin sal, azúcar glas, agua, jugo de limón fresco;;;;;;;
Pollo o Bistec Español;Pollo;pechugas de pollo deshuesadas, tomates Rotel, tomates picados, salsa de tomate, pimiento, cebolla, sal sazonada;;;;;;;
Galletas Gingersnaps con Burbujeas;Postre;azúcar, margarina, manteca, huevo, melaza ligera, melaza oscura, harina, bicarbonato de sodio, canela, sal, jengibre, pimienta inglesa;;;;;;;
Ponche de Especias;Bebida;jugo de limón congelado, clavos, canela, jengibre, pimienta inglesa, macis, azúcar, ginger ale;;;;;;;
Ensalada de Espinacas con Anacardos;Libre de...;tocino, anacardos, espinaca, lechuga, queso mozzarella, azúcar, vinagre de vino tinto, mostaza seca, cebollas rojas, semillas de amapola;;;;;;;
Calabaza Bellota Rellenas con Carne;Maíz;calabaza bellota, carne de res magra, cebolla, apio, harina, sal, salvia, leche, arroz, queso colby, queso cheddar;;;;;;;
Spotted Dick II;Segundo;harina, sebo, azúcar, pasas, leche;;;;;;;
Spotted Dick;Segundo;harina de autolevadura, sebo vegetal, sebo de res, azúcar cernido, grosellas, natillas;;;;;;;
Spotted Dick III;Segundo;harina de autolevadura, sal, mantequilla, azúcar cernido, grosellas, huevos, leche;;;;;;;
Salteado de Brotes y Guisantes;Plato Principal;guisantes, ajo, jengibre, brotes de frijol, agua, salsa de soja baja en sodio;;;;;;;
Cena de Chuleta de Cerdo de Stephen en una Sartén;Plato Principal;papas Idaho, chucrut, salsa Worcestershire, azúcar moreno oscuro;;;;;;;
Salteado de Res y Espinacas con Fideos;Plato Principal;filete de redondo de res, espinacas frescas, castañas de agua, cebollas verdes, pimientos rojos, salsa hoisin, salsa de soja reducida en sodio, agua, ajo;;;;;;;
Brochetas de Res, Pimiento y Champiñones;Plato Principal;filete de res sin hueso, pimientos rojos, pimientos amarillos, champiñones, sal, jugo de limón fresco, aceite de oliva, agua, mostaza estilo Dijon, miel, orégano seco, pimienta;;;;;;;
Bocadillos de Pepino Rellenos;Snacks;pepino, queso crema bajo en grasa, queso azul, perejil fresco, eneldo fresco, cebolla, pimientos, ramitas de eneldo;;;;;;;
Pimientos Rellenos de Carne Molida;Plato Principal;carne molida, cebolla, leche;;;;;;;
Nueces Azucaradas;Postre;azúcar moreno, leche, sal, canela, mitades de nuez, vainilla;;;;;;;
Ponche Cítrico de Verano;Bebida;vodka, jugo de toronja, jugo de lima fresca, jugo de limón fresco, azúcar, naranja, limón, fresa;;;;;;;
Pudding de Verano;Postre;azúcar, agua;;;;;;;
Curry de Pollo Dulce;Segundo;aceite de oliva, cebollas, ajo, curry en polvo, chile picante, leche de coco baja en grasa, papas;;;;;;;
Hamburguesas de Res con Salsa Barbacoa de Naranja;Entrada;hamburguesas de res, cebollas, mantequilla, harina, salsa Worcestershire, vinagre de vino, pasta de tomate, tomates enlatados;;;;;;;
Salsa agridulce Secreta;Entrada;ketchup, azúcar moreno, otro edulcorante, vinagre;;;;;;;
Sopa de calabaza especiada;Sopa;Manzanas, mantequilla, margarina, cebolla, dientes de ajo, curry en polvo, comino, puré de calabaza, caldo de pollo, agua, azúcar blanco, crema agria, yogur;;;;;;;
Sopa de calabaza III;Sopa;Cebollas, mantequilla, harina, caldo de pollo, crema espesa, puré de calabaza, sal, pimienta, nuez moscada;;;;;;;
Sopa cremosa de calabaza;Sopa;Agua, calabaza enlatada, cebollas verdes, cubitos de caldo de pollo bajo en sodio, canela, jengibre, leche descremada;;;;;;;
Osso Bucco Alla Milanese;Plato Principal;Harina, mantequilla, sal, pimienta, apio, zanahoria, cebolla, ajo, champiñones, salvia, romero, tomates, vino blanco, cáscara de limón, perejil, anchoas, arroz;;;;;;;
Osso Bucco;Plato Principal;Pechos de cordero, diente de ajo, aceite de oliva, vino blanco seco, pasta de tomate, cáscara de limón, zanahorias, perejil, mejorana seca, orégano seco, salvia seca;;;;;;;
Pollo con cuscús al curry en sartén;Plato Principal;Pechuga de pollo sin hueso ni piel, comino, pimienta, caldo de pollo, curry en polvo, cuscús, pasas;;;;;;;
Magdalenas de canela y frambuesa;Panes rápidos;Harina de trigo, polvo de hornear, sal, azúcar, canela, huevo, suero de leche bajo en grasa, margarina, azúcar, canela;;;;;;;
Ensalada de pollo a la parrilla;Ensalada;Tomates, pimientos rojos, pimientos amarillos, cebolla roja, azúcar, vinagre de manzana, sal, pimienta, jugo de limón, mostaza Dijon, agua, miel, pechuga de pollo sin hueso ni piel, guisantes dulces, lechuga romana;;;;;;;
Magdalenas picantes de manzana y sultanas;Postre;Harina leudante, huevo, suero de leche;;;;;;;
Magdalenas de manzana especiadas;Postre;Harina leudante, avena de hojuelas finas, azúcar moreno, especias mixtas, canela, clavo, bicarbonato de sodio, sal, mantequilla, huevo, manzana, leche;;;;;;;
Tarta de nuez Tujague's;Postre;Huevos, azúcar, mantequilla, extracto de vainilla, sal, armagnac, otro brandy, mitades de nuez;;;;;;;
Tarta de nuez de The Camellia Grill;Postre;Huevos, sal, mantequilla, jarabe de maíz ligero, azúcar moreno, extracto de vainilla, nueces;;;;;;;
Postre alemán de manzana;Postre;Manzanas para hornear, manzanas para cocinar, azúcar granulada, azúcar granulada, canela, harina de trigo, sal, bicarbonato de sodio, polvo de hornear, sustituto de huevo, puré de manzana, extracto de vainilla, azúcar glas, margarina sin grasa sólida, margarina sin grasa líquida, agua;;;;;;;
Pollo Paprikash;Plato Principal;Aceite de canola, cebolla, ajo, paprika húngara dulce, yogur natural sin grasa, maicena, perejil fresco, pechugas de pollo sin hueso ni piel;;;;;;;
Sopa de albóndigas búlgara;Sopa;Carne molida magra, cebolla, eneldo, huevos, ajo, sal, pimienta negra, harina, caldo de carne, arroz de grano largo, eneldo fresco;;;;;;;
Sopa de albóndigas búlgara II;Sopa;Carne molida de res, arroz, pimentón, mejorana seca, harina, agua, cubos de caldo de carne, cebollín, pimiento verde, zanahorias, tomates, chile amarillo, perejil, huevo, limón;;;;;;;
